iter	Logloss
354	0.3516064658
355	0.3512654065
356	0.350937083
357	0.3505884753
358	0.3502057848
359	0.3497725067
360	0.3493629177
361	0.3490721395
362	0.3486169352
363	0.3482381475
364	0.3478676296
365	0.3475162014
366	0.3472258555
367	0.3468436787
368	0.3465542144
369	0.3461680767
370	0.3458045428
371	0.3455324301
372	0.3451970838
373	0.3449204498
374	0.344509814
375	0.3441402843
376	0.3437277049
377	0.3434107871
378	0.3429792786
379	0.3425942316
380	0.3422951147
381	0.3419324465
382	0.3416360753
383	0.3412866597
384	0.340931827
385	0.3406431839
386	0.3403274654
387	0.3400670043
388	0.3396689538
389	0.3392505472
390	0.3389793748
391	0.3386322734
392	0.3382911301
393	0.3379704212
394	0.3376480994
395	0.3373013556
396	0.336981573
397	0.3366116108
398	0.3362461466
399	0.3359741148
400	0.3355337551
401	0.335225653
402	0.3349122079
403	0.334616201
404	0.3343461015
405	0.3340049881
406	0.3336837459
407	0.3333857311
408	0.3330264963
409	0.3327336757
410	0.3323541552
411	0.332116496
412	0.3318698422
413	0.3315318472
414	0.3312161163
415	0.3309583087
416	0.330530842
417	0.3302611919
418	0.329909522
419	0.3295747048
420	0.329297984
421	0.3288433895
422	0.3285441824
423	0.3282986674
424	0.3279461013
425	0.3276414338
426	0.3274020353
427	0.3270415538
428	0.3266696538
429	0.326294705
430	0.3260734009
431	0.3257570903
432	0.3254041391
433	0.3250635215
434	0.3247707224
435	0.3244197271
436	0.3241651274
437	0.3239095632
438	0.3234880339
439	0.323236693
440	0.3229798275
441	0.3226243703
442	0.322305304
443	0.3219997816
444	0.3217568414
445	0.32141646
446	0.3212086899
447	0.3209366336
448	0.3206407358
449	0.3203035759
450	0.3200616886
451	0.3196906088
452	0.31937253
453	0.3190205356
454	0.3187120763
455	0.3184405653
456	0.3181096448
457	0.3178922633
458	0.3176287958
459	0.3173495979
460	0.3171105131
461	0.3168804397
462	0.3166065521
463	0.3163403757
464	0.3160139715
465	0.3156798673
466	0.3154561759
467	0.3152136564
468	0.3149239927
469	0.3145449747
470	0.3142589688
471	0.313942331
472	0.3136243615
473	0.3133546627
474	0.3130692127
475	0.3127956068
476	0.3124485745
477	0.3121752061
478	0.3119916283
479	0.3117906655
480	0.3113980516
481	0.3110875616
482	0.3107598713
483	0.3104057444
484	0.3100061961
485	0.3096649947
486	0.3094074825
487	0.3090960065
488	0.308789674
489	0.3085528701
490	0.308279519
491	0.3080121565
492	0.3076953969
493	0.3074232259
494	0.3070998167
495	0.306866227
496	0.3066452541
497	0.3063662445
498	0.3061521158
499	0.3057913791
