iter	Logloss
0	0.6897794443
1	0.6885546829
2	0.6853173538
3	0.6820760402
4	0.679368768
5	0.6764659093
6	0.6736642822
7	0.6709747528
8	0.6682885961
9	0.6667071476
10	0.6634089493
11	0.661396159
12	0.6595261267
13	0.657160678
14	0.6535352881
15	0.6512727806
16	0.6481663982
17	0.6451227635
18	0.6433858426
19	0.6410388727
20	0.6383255748
21	0.6369520459
22	0.6353717142
23	0.6334781745
24	0.6316505765
25	0.6298975772
26	0.6282023658
27	0.6272975263
28	0.6262343155
29	0.6245999328
30	0.6230968288
31	0.6210028922
32	0.6186322252
33	0.6175788615
34	0.6174446921
35	0.6162561751
36	0.6148998918
37	0.6130338385
38	0.610713358
39	0.6091594045
40	0.607727104
41	0.6064985791
42	0.6051488383
43	0.6041036535
44	0.6027954535
45	0.6017255672
46	0.6000241276
47	0.5987804615
48	0.5969118253
49	0.5947751168
50	0.5940260522
51	0.5928605915
52	0.5917773743
53	0.5908578686
54	0.5898626413
55	0.5879547299
56	0.5871019478
57	0.5860791797
58	0.5838665435
59	0.5828021377
60	0.5812614209
61	0.5803432955
62	0.5797863515
63	0.5788453627
64	0.5777826305
65	0.5772340082
66	0.5763821646
67	0.5758369341
68	0.5744691043
69	0.5736624616
70	0.5725435934
71	0.5717902694
72	0.5710805589
73	0.5701712398
74	0.5694382841
75	0.5691020778
76	0.5685983441
77	0.5681493317
78	0.567102395
79	0.5664334357
80	0.5662347327
81	0.5654952898
82	0.5645653832
83	0.5633100466
84	0.5625095047
85	0.5623371379
86	0.561834851
87	0.5608552049
88	0.5600239597
89	0.5592228969
90	0.5586185128
91	0.5581343644
92	0.5571343372
93	0.5569535853
94	0.5560763212
95	0.5556487676
96	0.5550095609
97	0.5546434346
98	0.554384078
99	0.5538598393
