iter	Passed	Remaining
151	1709	15159
152	1721	15155
153	1733	15152
154	1744	15139
155	1751	15089
156	1757	15037
157	1769	15026
158	1782	15031
159	1793	15016
160	1800	14970
161	1811	14960
162	1819	14922
163	1824	14860
164	1836	14859
165	1848	14851
166	1859	14844
167	1870	14828
168	1882	14827
169	1889	14778
170	1900	14772
171	1914	14778
172	1927	14786
173	1939	14778
174	1951	14774
175	1962	14763
176	1975	14762
177	1987	14759
178	1999	14753
179	2009	14733
180	2023	14746
181	2029	14698
182	2042	14700
183	2055	14702
184	2060	14643
185	2072	14638
186	2085	14640
187	2101	14666
188	2113	14657
189	2123	14641
190	2131	14608
191	2143	14600
192	2154	14589
193	2162	14561
194	2174	14552
195	2186	14544
196	2197	14531
197	2207	14518
198	2214	14475
199	2226	14469
200	2237	14458
201	2250	14459
202	2261	14451
203	2272	14439
204	2284	14433
205	2296	14424
206	2302	14379
207	2308	14338
208	2319	14329
209	2331	14320
210	2340	14298
211	2348	14270
212	2356	14241
213	2369	14236
214	2381	14232
215	2393	14225
216	2404	14217
217	2416	14212
218	2428	14204
219	2439	14192
220	2450	14184
221	2462	14176
222	2473	14167
223	2486	14163
224	2498	14158
225	2510	14149
226	2521	14141
227	2532	14130
228	2545	14125
229	2551	14088
230	2562	14074
231	2572	14061
232	2583	14046
233	2593	14031
234	2602	14009
235	2608	13969
236	2617	13951
237	2626	13927
238	2638	13920
239	2642	13875
240	2655	13872
241	2663	13844
242	2674	13832
243	2680	13795
244	2688	13770
245	2700	13763
246	2710	13750
247	2722	13743
248	2734	13737
249	2738	13692
250	2750	13684
251	2756	13650
252	2763	13618
253	2774	13609
254	2785	13600
255	2797	13594
256	2809	13590
257	2820	13578
258	2832	13573
259	2837	13534
260	2848	13522
261	2854	13489
262	2866	13480
263	2871	13444
264	2882	13433
265	2893	13424
266	2897	13381
267	2907	13364
268	2918	13355
269	2931	13352
270	2942	13343
271	2953	13332
272	2965	13327
273	2976	13318
274	2988	13314
275	2996	13289
276	3008	13282
277	3019	13273
278	3025	13240
279	3036	13232
280	3048	13223
281	3056	13200
282	3068	13197
283	3080	13189
284	3092	13183
285	3105	13181
286	3116	13172
287	3128	13165
288	3140	13161
289	3152	13152
290	3164	13147
291	3174	13134
292	3187	13130
293	3198	13121
294	3210	13113
295	3220	13101
296	3225	13063
297	3236	13052
298	3248	13046
299	3254	13017
300	3260	12987
301	3267	12960
302	3278	12950
303	3288	12939
304	3300	12930
305	3312	12924
306	3323	12914
307	3334	12905
308	3345	12894
309	3349	12856
310	3361	12851
311	3372	12843
312	3379	12816
313	3390	12805
314	3402	12798
315	3413	12789
316	3425	12781
317	3435	12770
318	3447	12764
319	3451	12728
320	3462	12718
321	3474	12710
322	3485	12701
323	3493	12679
324	3505	12673
325	3515	12661
326	3525	12647
327	3536	12638
328	3547	12627
329	3559	12618
330	3568	12604
331	3580	12597
332	3591	12586
333	3597	12557
334	3607	12545
335	3613	12519
336	3621	12498
337	3634	12493
338	3647	12492
339	3653	12464
340	3662	12449
341	3675	12444
342	3682	12421
343	3694	12413
344	3705	12403
345	3716	12395
346	3727	12387
347	3739	12377
348	3750	12368
349	3762	12361
350	3773	12350
351	3784	12344
352	3798	12340
353	3808	12330
354	3819	12320
355	3830	12310
356	3842	12302
357	3852	12290
358	3864	12283
359	3877	12280
360	3888	12268
361	3895	12245
362	3902	12222
363	3915	12218
364	3926	12210
365	3940	12208
366	3952	12201
367	3964	12193
368	3974	12181
369	3986	12175
370	3992	12149
371	3998	12124
372	4008	12112
373	4020	12105
374	4032	12097
375	4044	12090
376	4056	12084
377	4069	12077
378	4081	12071
379	4087	12048
380	4099	12040
381	4111	12034
382	4118	12010
383	4131	12007
384	4143	11998
385	4151	11982
386	4163	11974
387	4172	11957
388	4177	11931
389	4184	11910
390	4196	11903
391	4209	11898
392	4215	11874
393	4227	11867
394	4233	11842
395	4239	11819
396	4249	11806
397	4260	11796
398	4272	11789
399	4283	11778
400	4289	11755
401	4301	11748
402	4314	11743
403	4325	11733
404	4333	11717
405	4345	11708
406	4357	11701
407	4369	11694
408	4377	11676
409	4387	11663
410	4399	11657
411	4403	11629
412	4414	11617
413	4424	11605
414	4436	11600
415	4448	11592
416	4461	11585
417	4473	11578
418	4480	11559
419	4492	11551
420	4504	11544
421	4516	11537
422	4528	11528
423	4539	11520
424	4543	11493
425	4549	11468
426	4560	11460
427	4571	11449
428	4582	11441
429	4593	11429
430	4605	11422
431	4611	11401
432	4624	11395
433	4630	11374
434	4642	11366
435	4653	11357
436	4662	11341
437	4673	11332
438	4686	11327
439	4693	11306
440	4706	11302
441	4719	11296
442	4731	11289
443	4743	11281
444	4757	11278
445	4769	11271
446	4781	11262
447	4786	11238
448	4792	11217
449	4804	11211
450	4816	11203
451	4829	11196
452	4841	11190
453	4854	11185
454	4867	11178
455	4873	11158
456	4886	11151
457	4893	11133
458	4907	11129
459	4919	11122
460	4934	11122
461	4946	11112
462	4954	11095
463	4967	11090
464	4979	11082
465	4991	11075
466	5003	11068
467	5015	11059
468	5027	11051
469	5038	11042
470	5048	11030
471	5057	11015
472	5068	11005
473	5080	10996
474	5092	10989
475	5098	10967
476	5110	10959
477	5122	10951
478	5128	10932
479	5135	10913
480	5140	10889
481	5152	10881
482	5163	10872
483	5168	10848
484	5176	10833
485	5189	10826
486	5201	10819
487	5210	10805
488	5222	10797
489	5235	10790
490	5246	10781
491	5259	10774
492	5271	10767
493	5282	10758
494	5294	10749
495	5307	10742
496	5313	10722
497	5318	10702
498	5330	10693
499	5342	10685
500	5355	10679
501	5367	10669
502	5379	10662
503	5391	10654
504	5403	10647
505	5417	10642
506	5430	10635
507	5441	10625
508	5446	10605
509	5458	10595
510	5464	10576
511	5471	10558
512	5482	10547
513	5492	10536
514	5504	10527
515	5510	10507
516	5522	10500
517	5529	10481
518	5539	10471
519	5550	10459
520	5560	10449
521	5573	10442
522	5585	10434
523	5597	10426
524	5604	10408
525	5614	10396
526	5619	10374
527	5632	10368
528	5639	10351
529	5650	10341
530	5662	10333
531	5669	10315
532	5680	10306
533	5684	10284
534	5691	10265
535	5703	10258
536	5717	10253
537	5731	10249
538	5738	10231
539	5750	10223
540	5763	10215
541	5775	10207
542	5788	10201
543	5801	10195
544	5813	10186
545	5827	10181
546	5839	10174
547	5848	10159
548	5859	10150
549	5871	10141
550	5877	10122
551	5888	10112
552	5900	10105
553	5912	10095
554	5918	10076
555	5925	10061
556	5938	10053
557	5950	10045
558	5964	10040
559	5977	10033
560	5989	10024
561	6000	10014
562	6012	10006
563	6023	9995
564	6035	9987
565	6045	9976
566	6056	9965
567	6069	9959
568	6078	9945
569	6090	9937
570	6103	9930
571	6115	9922
572	6125	9910
573	6137	9901
574	6148	9891
575	6161	9883
576	6172	9874
577	6184	9864
578	6195	9854
579	6206	9844
580	6216	9833
581	6228	9824
582	6239	9814
583	6246	9797
584	6250	9775
585	6262	9768
586	6275	9760
587	6282	9744
588	6294	9735
589	6306	9726
590	6318	9718
591	6330	9709
592	6344	9704
593	6354	9691
594	6361	9676
595	6373	9667
596	6384	9657
597	6396	9648
598	6409	9641
599	6421	9631
600	6426	9613
601	6435	9599
602	6446	9589
603	6458	9581
604	6462	9560
605	6468	9542
606	6480	9533
607	6491	9523
608	6502	9513
609	6514	9505
610	6526	9496
611	6538	9487
612	6543	9468
613	6556	9461
614	6569	9453
615	6581	9444
616	6593	9435
617	6599	9419
618	6611	9409
619	6622	9399
620	6634	9391
621	6646	9381
622	6658	9373
623	6668	9360
624	6678	9350
625	6691	9342
626	6702	9332
627	6719	9330
628	6731	9321
629	6743	9312
630	6753	9301
631	6764	9290
632	6776	9281
633	6787	9270
634	6799	9261
635	6804	9243
636	6816	9235
637	6827	9224
638	6838	9214
639	6849	9204
640	6857	9189
641	6867	9178
642	6873	9161
643	6884	9150
644	6895	9140
645	6907	9131
646	6914	9116
647	6919	9098
648	6930	9087
649	6941	9077
650	6951	9065
651	6955	9045
652	6966	9036
653	6973	9020
654	6983	9008
655	6994	8998
656	6999	8981
657	7012	8973
658	7024	8964
659	7036	8955
660	7042	8938
661	7054	8929
662	7065	8919
663	7076	8910
664	7083	8894
665	7095	8885
666	7107	8876
667	7119	8867
668	7132	8859
669	7144	8850
670	7157	8842
671	7164	8828
672	7170	8810
673	7182	8802
674	7194	8793
675	7207	8785
676	7221	8778
677	7228	8764
678	7241	8755
679	7251	8744
680	7264	8736
681	7272	8722
682	7284	8713
683	7296	8704
684	7308	8695
685	7319	8685
686	7330	8675
687	7341	8665
688	7352	8654
689	7358	8638
690	7370	8628
691	7377	8614
692	7389	8604
693	7395	8588
694	7400	8571
695	7404	8553
696	7415	8542
697	7422	8528
698	7434	8519
699	7446	8510
700	7453	8495
701	7457	8477
702	7469	8468
703	7480	8458
704	7486	8442
705	7500	8434
706	7512	8426
707	7519	8411
708	7532	8403
709	7544	8395
710	7557	8387
711	7570	8378
712	7582	8369
713	7590	8355
714	7597	8341
715	7610	8333
716	7622	8323
717	7628	8308
718	7640	8299
719	7652	8289
720	7664	8281
721	7676	8271
722	7688	8262
723	7700	8253
724	7712	8244
725	7725	8236
726	7736	8225
727	7749	8217
728	7762	8209
729	7770	8196
730	7781	8186
731	7787	8170
732	7799	8161
733	7810	8151
734	7816	8135
735	7828	8126
736	7840	8116
737	7852	8107
738	7863	8098
739	7875	8088
740	7886	8078
741	7898	8068
742	7904	8053
743	7916	8044
744	7928	8034
745	7941	8026
746	7954	8018
747	7961	8003
748	7972	7993
749	7983	7983
750	7988	7967
751	8000	7957
752	8013	7949
753	8024	7938
754	8035	7928
755	8047	7919
756	8060	7911
757	8069	7899
758	8081	7889
759	8093	7880
760	8105	7871
761	8111	7855
762	8117	7840
763	8129	7831
764	8137	7818
765	8148	7808
766	8160	7798
767	8172	7789
768	8184	7780
769	8196	7770
770	8207	7760
771	8219	7751
772	8231	7742
773	8243	7732
774	8254	7722
775	8263	7709
776	8275	7700
777	8290	7693
778	8302	7684
779	8313	7674
780	8325	7664
781	8336	7654
782	8349	7645
783	8357	7632
784	8369	7623
785	8375	7608
786	8388	7599
787	8400	7590
788	8413	7581
789	8424	7571
790	8437	7562
791	8448	7552
792	8453	7536
793	8464	7526
794	8476	7517
795	8486	7505
796	8498	7495
797	8509	7485
798	8515	7471
799	8527	7461
800	8539	7452
801	8545	7437
802	8556	7426
803	8566	7415
804	8571	7399
805	8582	7389
806	8593	7379
807	8603	7368
808	8616	7359
809	8627	7349
810	8638	7339
811	8650	7329
812	8661	7319
813	8671	7307
814	8675	7291
815	8680	7276
816	8691	7266
817	8703	7256
818	8715	7246
819	8726	7236
820	8738	7227
821	8747	7215
822	8759	7205
823	8771	7196
824	8783	7186
825	8796	7177
826	8807	7167
827	8820	7158
828	8825	7143
829	8838	7134
830	8849	7124
831	8861	7115
832	8873	7105
833	8884	7095
834	8896	7085
835	8903	7071
836	8914	7061
837	8926	7051
838	8932	7037
839	8945	7028
840	8957	7019
841	8970	7010
842	8982	7000
843	8994	6991
844	9006	6981
845	9018	6971
846	9031	6962
847	9043	6953
848	9055	6943
849	9067	6933
850	9080	6924
851	9088	6912
852	9093	6897
853	9104	6886
854	9115	6876
855	9127	6866
856	9139	6857
857	9150	6847
858	9162	6837
859	9174	6827
860	9186	6817
861	9194	6805
862	9207	6796
863	9219	6786
864	9224	6771
865	9236	6761
866	9246	6750
867	9258	6741
868	9270	6731
869	9281	6721
870	9294	6711
871	9307	6702
872	9318	6692
873	9325	6679
874	9336	6669
875	9350	6660
876	9362	6650
877	9374	6641
878	9387	6632
879	9394	6618
880	9407	6609
881	9419	6600
882	9431	6590
883	9442	6579
884	9453	6569
885	9459	6555
886	9468	6543
887	9479	6533
888	9492	6523
889	9504	6514
890	9515	6504
891	9521	6489
892	9532	6479
893	9543	6468
894	9550	6455
895	9557	6443
896	9569	6433
897	9581	6423
898	9592	6412
899	9599	6399
900	9611	6390
901	9622	6379
902	9633	6368
903	9644	6358
904	9656	6348
905	9663	6335
906	9675	6325
907	9687	6316
908	9698	6305
909	9707	6294
910	9718	6283
911	9730	6273
912	9742	6263
913	9753	6253
914	9757	6238
915	9766	6226
916	9771	6212
917	9782	6201
918	9792	6190
919	9804	6180
920	9815	6170
921	9826	6160
922	9837	6149
923	9848	6139
924	9857	6127
925	9868	6117
926	9880	6107
927	9890	6096
928	9901	6085
929	9913	6076
930	9921	6063
931	9931	6052
932	9943	6042
933	9953	6032
934	9965	6021
935	9977	6011
936	9989	6001
937	9999	5991
938	10010	5980
939	10020	5969
940	10032	5959
941	10043	5949
942	10055	5939
943	10060	5925
944	10072	5915
945	10083	5905
946	10094	5894
947	10104	5883
948	10109	5869
949	10115	5856
950	10125	5845
951	10129	5831
952	10141	5820
953	10146	5807
954	10155	5795
955	10167	5785
956	10174	5773
957	10179	5759
958	10191	5749
959	10202	5739
960	10213	5728
961	10224	5717
962	10235	5707
963	10246	5697
964	10257	5687
965	10264	5674
966	10269	5660
967	10274	5646
968	10278	5632
969	10286	5620
970	10296	5609
971	10307	5599
972	10318	5588
973	10331	5579
974	10336	5565
975	10348	5555
976	10360	5546
977	10372	5536
978	10384	5526
979	10390	5513
980	10398	5501
981	10409	5490
982	10421	5480
983	10432	5470
984	10441	5459
985	10452	5449
986	10463	5438
987	10475	5428
988	10487	5418
989	10493	5405
990	10504	5395
991	10516	5385
992	10527	5375
993	10533	5362
994	10545	5352
995	10555	5341
996	10562	5328
997	10573	5318
998	10585	5308
999	10593	5296
1000	10597	5283
1001	10609	5273
1002	10622	5263
1003	10633	5253
1004	10647	5244
1005	10658	5233
1006	10665	5221
1007	10677	5211
1008	10690	5202
1009	10694	5188
1010	10705	5177
1011	10717	5167
1012	10730	5158
1013	10740	5147
1014	10752	5138
1015	10761	5126
1016	10773	5116
1017	10785	5106
1018	10797	5096
1019	10810	5087
1020	10823	5077
1021	10831	5066
1022	10843	5056
1023	10850	5043
1024	10862	5034
1025	10874	5023
1026	10886	5013
1027	10898	5003
1028	10910	4994
1029	10922	4984
1030	10933	4973
1031	10945	4963
1032	10957	4953
1033	10970	4944
1034	10983	4934
1035	10995	4924
1036	11007	4914
1037	11019	4904
1038	11031	4894
1039	11035	4881
1040	11044	4869
1041	11050	4857
1042	11055	4843
1043	11066	4833
1044	11078	4823
1045	11091	4814
1046	11104	4804
1047	11116	4794
1048	11128	4784
1049	11139	4774
1050	11151	4763
1051	11162	4753
1052	11167	4740
1053	11174	4728
1054	11185	4718
1055	11196	4707
1056	11208	4697
1057	11220	4687
1058	11227	4675
1059	11238	4665
1060	11249	4654
1061	11260	4644
1062	11272	4634
1063	11283	4623
1064	11295	4613
1065	11306	4603
1066	11313	4591
1067	11324	4580
1068	11335	4570
1069	11348	4560
1070	11359	4550
1071	11370	4539
1072	11381	4529
1073	11394	4519
1074	11405	4509
1075	11416	4498
1076	11421	4485
1077	11432	4475
1078	11444	4465
1079	11449	4452
1080	11461	4442
1081	11473	4432
1082	11487	4423
1083	11498	4412
1084	11511	4402
1085	11520	4391
1086	11532	4381
1087	11543	4371
1088	11554	4360
1089	11566	4350
1090	11579	4340
1091	11591	4330
1092	11602	4320
1093	11614	4310
1094	11626	4300
1095	11631	4287
1096	11643	4277
1097	11655	4267
1098	11662	4255
1099	11674	4245
1100	11686	4235
1101	11699	4225
1102	11711	4215
1103	11718	4203
1104	11729	4192
1105	11742	4182
1106	11754	4172
1107	11766	4162
1108	11772	4150
1109	11784	4140
1110	11796	4130
1111	11802	4118
1112	11813	4107
1113	11825	4097
1114	11832	4085
1115	11843	4075
1116	11855	4064
1117	11867	4054
1118	11875	4043
1119	11880	4030
1120	11892	4020
1121	11904	4010
1122	11915	4000
1123	11927	3989
1124	11937	3979
1125	11943	3967
1126	11956	3957
1127	11967	3946
1128	11979	3936
1129	11991	3926
1130	11997	3914
1131	12009	3904
1132	12021	3893
1133	12033	3883
1134	12045	3873
1135	12057	3863
1136	12062	3851
1137	12073	3840
1138	12084	3830
1139	12097	3820
1140	12108	3809
1141	12119	3799
1142	12131	3789
1143	12138	3777
1144	12150	3767
1145	12161	3756
1146	12173	3746
1147	12184	3736
1148	12194	3725
1149	12205	3714
1150	12215	3703
1151	12225	3693
1152	12238	3683
1153	12245	3671
1154	12256	3661
1155	12264	3649
1156	12277	3639
1157	12288	3629
1158	12299	3618
1159	12310	3608
1160	12322	3598
1161	12334	3587
1162	12340	3575
1163	12352	3565
1164	12363	3555
1165	12374	3544
1166	12382	3533
1167	12394	3523
1168	12406	3512
1169	12417	3502
1170	12429	3492
1171	12440	3481
1172	12452	3471
1173	12460	3459
1174	12469	3449
1175	12480	3438
1176	12492	3428
1177	12503	3417
1178	12508	3405
1179	12519	3394
1180	12530	3384
1181	12541	3374
1182	12553	3363
1183	12566	3353
1184	12577	3343
1185	12590	3333
1186	12594	3321
1187	12607	3310
1188	12614	3299
1189	12620	3287
1190	12632	3277
1191	12643	3266
1192	12655	3256
1193	12667	3246
1194	12678	3235
1195	12689	3225
1196	12701	3215
1197	12713	3204
1198	12724	3194
1199	12735	3183
1200	12746	3173
1201	12759	3163
1202	12771	3152
1203	12782	3142
1204	12793	3132
1205	12804	3121
1206	12810	3109
1207	12821	3099
1208	12828	3087
1209	12839	3077
1210	12850	3066
1211	12863	3056
1212	12873	3046
1213	12884	3035
1214	12892	3024
1215	12903	3013
1216	12914	3003
1217	12925	2992
1218	12938	2982
1219	12950	2972
1220	12962	2961
1221	12974	2951
1222	12986	2941
1223	12999	2931
1224	13011	2920
1225	13024	2910
1226	13038	2900
1227	13050	2890
1228	13058	2879
1229	13066	2868
1230	13077	2857
1231	13088	2847
1232	13101	2837
1233	13114	2827
1234	13119	2815
1235	13130	2804
1236	13142	2794
1237	13153	2783
1238	13165	2773
1239	13178	2763
1240	13190	2752
1241	13202	2742
1242	13214	2732
1243	13226	2721
1244	13239	2711
1245	13251	2701
1246	13263	2690
1247	13269	2679
1248	13281	2669
1249	13292	2658
1250	13305	2648
1251	13317	2638
1252	13331	2628
1253	13345	2618
1254	13359	2608
1255	13371	2597
1256	13376	2586
1257	13389	2575
1258	13401	2565
1259	13417	2555
1260	13422	2543
1261	13435	2533
1262	13448	2523
1263	13461	2513
1264	13473	2502
1265	13486	2492
1266	13495	2481
1267	13505	2471
1268	13513	2459
1269	13525	2449
1270	13535	2438
1271	13547	2428
1272	13559	2417
1273	13564	2406
1274	13575	2395
1275	13587	2385
1276	13594	2373
1277	13607	2363
1278	13612	2352
1279	13621	2341
1280	13633	2330
1281	13640	2319
1282	13652	2309
1283	13657	2297
1284	13669	2287
1285	13681	2276
1286	13693	2266
1287	13705	2255
1288	13717	2245
1289	13728	2234
1290	13734	2223
1291	13740	2212
1292	13751	2201
1293	13757	2190
1294	13769	2179
1295	13779	2168
1296	13790	2158
1297	13806	2148
1298	13820	2138
1299	13835	2128
1300	13849	2118
1301	13854	2106
1302	13866	2096
1303	13880	2086
1304	13886	2075
1305	13900	2064
1306	13913	2054
1307	13926	2044
1308	13939	2033
1309	13953	2023
1310	13965	2013
1311	13980	2003
1312	13993	1993
1313	14006	1982
1314	14018	1972
1315	14032	1962
1316	14044	1951
1317	14056	1940
1318	14067	1930
1319	14078	1919
1320	14086	1908
1321	14090	1897
1322	14102	1886
1323	14113	1876
1324	14124	1865
1325	14136	1855
1326	14148	1844
1327	14160	1834
1328	14171	1823
1329	14178	1812
1330	14189	1801
1331	14201	1791
1332	14213	1780
1333	14225	1770
1334	14237	1759
1335	14250	1749
1336	14261	1738
1337	14266	1727
1338	14279	1716
1339	14290	1706
1340	14303	1695
1341	14314	1685
1342	14327	1674
1343	14340	1664
1344	14353	1654
1345	14365	1643
1346	14376	1632
1347	14387	1622
1348	14399	1611
1349	14411	1601
1350	14417	1590
1351	14429	1579
1352	14441	1569
1353	14447	1557
1354	14457	1547
1355	14468	1536
1356	14478	1525
1357	14490	1515
1358	14501	1504
1359	14505	1493
1360	14512	1482
1361	14525	1471
1362	14530	1460
1363	14540	1449
1364	14551	1439
1365	14563	1428
1366	14568	1417
1367	14582	1407
1368	14593	1396
1369	14605	1385
1370	14615	1375
1371	14622	1364
1372	14632	1353
1373	14641	1342
1374	14650	1331
1375	14661	1321
1376	14673	1310
1377	14678	1299
1378	14686	1288
1379	14698	1278
1380	14710	1267
1381	14722	1257
1382	14733	1246
1383	14745	1235
1384	14757	1225
1385	14764	1214
1386	14776	1203
1387	14788	1193
1388	14802	1182
1389	14814	1172
1390	14827	1161
1391	14839	1151
1392	14851	1140
1393	14862	1130
1394	14875	1119
1395	14886	1109
1396	14890	1097
1397	14901	1087
1398	14913	1076
1399	14924	1066
1400	14937	1055
1401	14949	1044
1402	14955	1033
1403	14962	1023
1404	14974	1012
1405	14984	1001
1406	14992	990
1407	15004	980
1408	15017	969
1409	15030	959
1410	15042	948
1411	15054	938
1412	15066	927
1413	15072	916
1414	15084	906
1415	15096	895
1416	15109	885
1417	15122	874
1418	15133	863
1419	15139	852
1420	15151	842
1421	15165	831
1422	15177	821
1423	15190	810
1424	15203	800
1425	15215	789
1426	15229	779
1427	15241	768
1428	15253	757
1429	15267	747
1430	15278	736
1431	15291	726
1432	15297	715
1433	15308	704
1434	15320	693
1435	15332	683
1436	15344	672
1437	15356	662
1438	15368	651
1439	15380	640
1440	15391	630
1441	15397	619
1442	15407	608
1443	15419	597
1444	15426	587
1445	15437	576
1446	15449	565
1447	15460	555
1448	15472	544
1449	15484	533
1450	15492	523
1451	15503	512
1452	15515	501
1453	15527	491
1454	15539	480
1455	15552	469
1456	15564	459
1457	15575	448
1458	15586	438
1459	15599	427
1460	15611	416
1461	15624	406
1462	15636	395
1463	15647	384
1464	15653	373
1465	15666	363
1466	15678	352
1467	15688	341
1468	15702	331
1469	15713	320
1470	15726	310
1471	15738	299
1472	15749	288
1473	15762	278
1474	15775	267
1475	15786	256
1476	15798	246
1477	15811	235
1478	15821	224
1479	15832	213
1480	15839	203
1481	15851	192
1482	15864	181
1483	15876	171
1484	15889	160
1485	15901	149
1486	15914	139
1487	15927	128
1488	15939	117
1489	15952	107
1490	15965	96
1491	15976	85
1492	15988	74
1493	16000	64
1494	16012	53
1495	16024	42
1496	16035	32
1497	16047	21
1498	16058	10
1499	16070	0
